start_name,stop_name,count,start_lng,start_lat,stop_lng,stop_lat,distance
Canal St & Madison St,Michigan Ave & Washington St,140,-87.627844,41.877181,-87.62783885,41.877289534,12.1
New St & Illinois St,State St & Kinzie St,120,-87.62777983333334,41.87708466666667,-87.627844,41.877181,10.8
Clarendon Ave & Gordon Ter,Broadway & Waveland Ave,190,-87.648450255,41.949062943,-87.648576856,41.949087858,10.4
Broadway & Waveland Ave,Clarendon Ave & Gordon Ter,146,-87.648576856,41.949087858,-87.648450255,41.949062943,10.4
Broadway & Cornelia Ave,Wilton Ave & Belmont Ave,163,-87.648636,41.949074,-87.64854866666667,41.94908633333333,7.3
Halsted St & Roscoe St,Wilton Ave & Belmont Ave,216,-87.648636,41.949074,-87.64854866666667,41.94908633333333,7.3
Wilton Ave & Belmont Ave,Halsted St & Roscoe St,188,-87.64854866666667,41.94908633333333,-87.648636,41.949074,7.3
Broadway & Belmont Ave,Wilton Ave & Belmont Ave,186,-87.648636,41.949074,-87.64854866666667,41.94908633333333,7.3
Wilton Ave & Belmont Ave,Broadway & Barry Ave,134,-87.64854866666667,41.94908633333333,-87.648636,41.949074,7.3
Broadway & Barry Ave,Wilton Ave & Belmont Ave,119,-87.648636,41.949074,-87.64854866666667,41.94908633333333,7.3
Wilton Ave & Belmont Ave,Broadway & Cornelia Ave,138,-87.64854866666667,41.94908633333333,-87.648636,41.949074,7.3
Southport Ave & Irving Park Rd,Southport Ave & Roscoe St,153,-87.648557425,41.949082136,-87.648636,41.949074,6.5
Clark St & Wrightwood Ave,Halsted St & Wrightwood Ave,130,-87.64860933333334,41.949063333333335,-87.64854233333334,41.949085,5.6
Broadway & Waveland Ave,Pine Grove Ave & Irving Park Rd,122,-87.648576856,41.949087858,-87.648636,41.949074,4.9
Clarendon Ave & Junior Ter,Broadway & Waveland Ave,156,-87.648636,41.949074,-87.648576856,41.949087858,4.9
Broadway & Sheridan Rd,Broadway & Waveland Ave,120,-87.648636,41.949074,-87.648576856,41.949087858,4.9
Broadway & Waveland Ave,Broadway & Barry Ave,172,-87.648576856,41.949087858,-87.648636,41.949074,4.9
Broadway & Waveland Ave,Clarendon Ave & Junior Ter,132,-87.648576856,41.949087858,-87.648636,41.949074,4.9
Broadway & Barry Ave,Broadway & Waveland Ave,148,-87.648636,41.949074,-87.648576856,41.949087858,4.9
Harper Ave & 59th St,University Ave & 57th St,233,-87.594724178,41.799628019,-87.594749808,41.799550414,2.3
University Ave & 57th St,Harper Ave & 59th St,217,-87.594749808,41.799550414,-87.594724178,41.799628019,2.3
Harper Ave & 59th St,Ellis Ave & 60th St,217,-87.594724178,41.799628019,-87.594747,41.799568,2.0
Ellis Ave & 60th St,Harper Ave & 59th St,250,-87.594747,41.799568,-87.594724178,41.799628019,2.0
Harper Ave & 59th St,Ellis Ave & 58th St,153,-87.594724178,41.799628019,-87.594747,41.799568,2.0
Ellis Ave & 55th St,University Ave & 57th St,356,-87.594747,41.799568,-87.594749808,41.799550414,0.3
University Ave & 57th St,Kimbark Ave & 53rd St,639,-87.594749808,41.799550414,-87.594747,41.799568,0.3
University Ave & 57th St,Ellis Ave & 53rd St,255,-87.594749808,41.799550414,-87.594747,41.799568,0.3
Woodlawn Ave & 55th St,University Ave & 57th St,289,-87.594747,41.799568,-87.594749808,41.799550414,0.3
University Ave & 57th St,Ellis Ave & 55th St,429,-87.594749808,41.799550414,-87.594747,41.799568,0.3
Kimbark Ave & 53rd St,University Ave & 57th St,608,-87.594747,41.799568,-87.594749808,41.799550414,0.3
Ellis Ave & 58th St,University Ave & 57th St,119,-87.594747,41.799568,-87.594749808,41.799550414,0.3
University Ave & 57th St,Woodlawn Ave & 55th St,224,-87.594749808,41.799550414,-87.594747,41.799568,0.3
Ellis Ave & 53rd St,University Ave & 57th St,211,-87.594747,41.799568,-87.594749808,41.799550414,0.3
Cornell Ave & Hyde Park Blvd,University Ave & 57th St,152,-87.594747,41.799568,-87.594749808,41.799550414,0.3
University Ave & 57th St,Ellis Ave & 60th St,1921,-87.594749808,41.799550414,-87.594747,41.799568,0.3
University Ave & 57th St,Cornell Ave & Hyde Park Blvd,137,-87.594749808,41.799550414,-87.594747,41.799568,0.3
Ellis Ave & 60th St,University Ave & 57th St,2022,-87.594747,41.799568,-87.594749808,41.799550414,0.3
