id,name,latitude,longitude,dpcapacity,landmark
293,Broadway & Wilson Ave,41.965485,-87.657238,19,74
294,Broadway & Berwyn Ave,41.978353,-87.659753,15,109
295,Broadway & Argyle St,41.972972,-87.659637,15,108
296,Broadway & Belmont Ave,41.940106,-87.645451,15,277
297,Paulina St & Montrose Ave,41.961507,-87.671387,15,250
298,Lincoln Ave & Belle Plaine Ave,41.955927,-87.679259,15,252
299,Halsted St & Roscoe St,41.94367,-87.64895,15,127
300,Broadway & Barry Ave,41.937725,-87.644095,19,137
301,Clark St & Schiller St,41.907993,-87.631501,19,200
302,Sheffield Ave & Wrightwood Ave,41.928712,-87.653833,19,211
303,Broadway & Cornelia Ave,41.945512,-87.64598,15,278
304,Broadway & Waveland Ave,41.949078,-87.648536,15,325
305,Western Ave & Division St,41.902893,-87.687275,15,241
306,Sheridan Rd & Buena Ave,41.9584,-87.65423,15,374
307,Southport Ave & Clybourn Ave,41.920445,-87.663095,15,186
308,Seeley Ave & Roscoe St,41.943403,-87.679618,11,144
309,Leavitt St & Armitage Ave,41.917805,-87.682437,11,286
310,Damen Ave & Charleston St,41.920082,-87.677855,11,288
311,Leavitt St & Lawrence Ave,41.968885,-87.684001,19,237
312,Clarendon Ave & Gordon Ter,41.957879,-87.649519,15,379
313,Lakeview Ave & Fullerton Pkwy,41.925858,-87.638973,19,147
314,Ravenswood Ave & Berteau Ave,41.957921,-87.673567,15,251
315,Leavitt St & Hirsch St,41.906717,-87.682779,11,255
316,Damen Ave & Sunnyside Ave,41.96325,-87.679258,19,315
317,Wood St & Taylor St,41.869154,-87.671045,15,285
318,Southport Ave & Irving Park Rd,41.954177,-87.664358,15,321
319,Greenview Ave & Diversey Pkwy,41.932595,-87.665939,15,294
320,Loomis St & Lexington St,41.872187,-87.661501,15,332
321,Wabash Ave & 8th St,41.871962,-87.626106,19,54
322,Kimbark Ave & 53rd St,41.799568,-87.594747,19,397
323,Sheridan Rd & Lawrence Ave,41.969517,-87.654691,15,384
324,Stockton Dr & Wrightwood Ave,41.93132,-87.638742,15,276
325,Clark St & Winnemac Ave,41.973385,-87.668365,19,392
326,Clark St & Leland Ave,41.967096,-87.667429,11,239
327,Sheffield Ave & Webster Ave,41.921687,-87.653714,19,188
328,Ellis Ave & 58th St,41.788746,-87.601334,15,365
329,Lake Shore Dr & Diversey Pkwy,41.932684,-87.63625,15,347
330,Lincoln Ave & Addison St,41.946176,-87.673308,19,77
331,Halsted St & Blackhawk St,41.90854,-87.648568,19,176
332,Halsted St & Diversey Pkwy,41.933341,-87.648747,15,208
333,Ashland Ave & Blackhawk St,41.907066,-87.667252,15,224
334,Lake Shore Dr & Belmont Ave,41.940775,-87.639192,19,233
335,Calumet Ave & 35th St,41.831379,-87.618034,15,345
